content,predicted_topic
"$9.99 per month are you kidding me. Greedy devs took away many features that made this a once great app that was the best of its kind. I'd pay $10 a year but not a penny more. I'm telling everyone I know to dump this way over priced app. Don't bother with the copy and paste ""so sorry"" reply message, WE THE TRUCKING COMMUNITY MADE THIS APP GREAT, WE SUBMITTED THE PARKING AREAS, WE REVIEWED THE TRUCK STOPS, WE UPDATE WEIGH STATIONS, WE RATED YOUR APP, WE TOLD OUR FRIENDS. All you did is borrow Google map API Add a server/data base. WITHOUT US TRUCKERS YOU DON'T HAVE AN APP, YOU'RE THIEVES!!! Add banners ads, if you must, works for everyone else on the play store, greedy losers. GET ""ROAD HUNTER"" IT'S NEARLY AS GOOD, IT'S FREE AND WE THE TRUCKING COMMUNITY CAN MAKE IT GREAT!",4
4.99 for same functions that were free.... hmm way to screw your user base that made this app popular.... see how many people leave.... also monthly fee..... unfortunately you guys are going to go the way of bigroad application. One time fee would of been much better.,0
Lets boycott these fags! No one buy the subscription!,0
*Edit* This used to be the best app in existence until some developer got greedy and is now charging to be able to use half of it. 10 bucks a month are you kidding me?!?!?! Just to find a thermo king or a kenworth? Take that greedy corporate B.S. somewhere else. Put in adds if you want to make payroll. *End Edit*               This app is the ultimate tool for drivers. Thanks guys keep it up!,0
Latest update they made a lot of the old features to paid now. Was a great app till this update. Now I'm restoring my phone from a few days ago to get the old up date.,3
"A week ago i would have given this app 5 stars not anymore. As a trucker this app is a huge help in finding places that are decent to stay at and all other important info that truckers need. But now you are going to charge us a monthly fee to use the trip planner, view diesel prices, find out what the parking status is at each of the truck stops, and not be able to see what our food options are.!? I will be deleting this app and finding another one. Thanks for making truckers jobs even harder than they were",2
"You're on interstate 80W in Laramie, Wy and it says impossible route to Salt Lake City,Ut. .wow. .in other words it can't find you truck stops towards salt lake city..this app used to be great before all the extra updates..I definitely wouldn't recommend this app to anyone. .sorry..",3
"Are you serious??? now there is a monthly change for full features it was good until this day why pay if I can use other apps without paying download ""My ONE20"" it gives you all the information you need for free switching to that one better",0
"Great when it was free, but they got greedy. Time to look for an alternative...",0
Who! Now you want me for something that is lieing to me.,0
"Fuel prices Google maps will give u, Fuelbook will give u free too and route  u. You guys didn't support truckers, for 3 years but used them to make ur app better. We made this app popular.  By recommending it to less tech savvy people as well. Change the pricing to something fair. And most likely more people will buy it, 5$/10$ per month may not seem expensive to some ppl but sure does feel like a betrayal and definitely a rip off...monthly pricing is BS...",4
"It was very useful, as truckdrivers would help each other.  And now you have to pay $5.00 a month to use it. Update. And as far as their response has functionality , no it has changed for a monthly fee is ludicrous and pure greed is everybody else would just ask for a one-time payment to use their product you better get their head out of their ass. As they realize people are going to go to something else",0
"Used to be a decent app until they started charging for features that were free before. And the pricing is ridiculous, too many other apps do the same thing without trying to pick your pocket.",0
"This app starts itself, runs in the background ALL the time and was sucking up 56% of my battery.  I wonder what it was really doing?",0
"BUT this app is slooooow as hell, it freezes all day for a few seconds but thats enough to get me on a bad mood making wanna punch the phone. Can you Please FIX the LAGGING. this app is great but damn the lagging",0
Used to enjoy app. Now u hwve to pay to see weigh station history and restaurants near truck stop. Going uninstall app right now,2
UPDATE: more updates and still slowing with each update. I just don't get why devs mess with things that worked. Smh! . . . . . Recent updates have made this app painfully slow. It used to open so quick and now you wait and wait for it to load. Don't get me started on the pop up ads!,0
